"sampid","organism"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-178","Oxacillin-resistant S. aureus"
"dzd-179",NULL
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-18","Staphylococcus capitis"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-180","Staphylococcus aureus"
"dzd-181",NULL
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-182","Oxacillin-resistant S. aureus"
"dzd-183","Pseudomonas aeruginosa"
"dzd-183","Pseudomonas aeruginosa"
"dzd-183","Pseudomonas aeruginosa"
"dzd-183","Pseudomonas aeruginosa"
"dzd-183","Pseudomonas aeruginosa"
"dzd-183","Pseudomonas aeruginosa"
"dzd-183","Pseudomonas aeruginosa"
"dzd-183","Pseudomonas aeruginosa"
"dzd-183","Pseudomonas aeruginosa"
"dzd-183","Pseudomonas aeruginosa"
"dzd-183","Pseudomonas aeruginosa"
"dzd-183","Pseudomonas aeruginosa"
"dzd-183","Pseudomonas aeruginosa"
"dzd-183","Pseudomonas aeruginosa"
"dzd-184","Escherichia coli"
"dzd-184","Escherichia coli"
"dzd-184","Escherichia coli"
"dzd-184","Escherichia coli"
"dzd-184","Escherichia coli"
"dzd-184","Escherichia coli"
"dzd-184","Escherichia coli"
"dzd-184","Escherichia coli"
"dzd-184","Escherichia coli"
"dzd-184","Escherichia coli"
"dzd-184","Escherichia coli"
"dzd-184","Escherichia coli"
"dzd-184","Escherichia coli"
"dzd-184","Escherichia coli"
"dzd-184","Escherichia coli"
"dzd-184","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Acinetobacter baumannii complex"
"dzd-185","Acinetobacter baumannii complex"
"dzd-185","Acinetobacter baumannii complex"
"dzd-185","Acinetobacter baumannii complex"
"dzd-185","Acinetobacter baumannii complex"
"dzd-185","Acinetobacter baumannii complex"
"dzd-185","Acinetobacter baumannii complex"
"dzd-185","Acinetobacter baumannii complex"
"dzd-185","Acinetobacter baumannii complex"
"dzd-185","Acinetobacter baumannii complex"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Escherichia coli"
"dzd-185","Acinetobacter baumannii complex"
"dzd-185","Acinetobacter baumannii complex"
"dzd-185","Acinetobacter baumannii complex"
"dzd-185","Acinetobacter baumannii complex"
"dzd-185","Acinetobacter baumannii complex"
"dzd-186","Klebsiella pneumoniae"
"dzd-186","Klebsiella pneumoniae"
"dzd-186","Klebsiella pneumoniae"
"dzd-186","Klebsiella pneumoniae"
"dzd-186","Klebsiella pneumoniae"
"dzd-186","Klebsiella pneumoniae"
"dzd-186","Klebsiella pneumoniae"
"dzd-186","Klebsiella pneumoniae"
"dzd-186","Klebsiella pneumoniae"
"dzd-186","Klebsiella pneumoniae"
"dzd-186","Klebsiella pneumoniae"
"dzd-186","Klebsiella pneumoniae"
"dzd-186","Klebsiella pneumoniae"
"dzd-186","Klebsiella pneumoniae"
"dzd-186","Klebsiella pneumoniae"
"dzd-186","Klebsiella pneumoniae"
"dzd-187","Proteus mirabilis"
"dzd-187","Proteus mirabilis"
"dzd-187","Proteus mirabilis"
"dzd-187","Proteus mirabilis"
"dzd-187","Proteus mirabilis"
"dzd-187","Proteus mirabilis"
"dzd-187","Proteus mirabilis"
"dzd-187","Proteus mirabilis"
"dzd-187","Proteus mirabilis"
"dzd-187","Proteus mirabilis"
"dzd-187","Proteus mirabilis"
"dzd-187","Proteus mirabilis"
"dzd-187","Proteus mirabilis"
"dzd-187","Proteus mirabilis"
"dzd-187","Proteus mirabilis"
"dzd-188","Pseudomonas aeruginosa"
"dzd-188","Pseudomonas aeruginosa"
"dzd-188","Pseudomonas aeruginosa"
"dzd-188","Pseudomonas aeruginosa"
"dzd-188","Pseudomonas aeruginosa"
"dzd-188","Pseudomonas aeruginosa"
"dzd-188","Pseudomonas aeruginosa"
"dzd-188","Pseudomonas aeruginosa"
"dzd-188","Pseudomonas aeruginosa"
"dzd-188","Pseudomonas aeruginosa"
"dzd-188","Pseudomonas aeruginosa"
"dzd-188","Pseudomonas aeruginosa"
"dzd-188","Pseudomonas aeruginosa"
"dzd-188","Pseudomonas aeruginosa"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Acinetobacter baumannii complex"
"dzd-189","Acinetobacter baumannii complex"
"dzd-189","Acinetobacter baumannii complex"
"dzd-189","Acinetobacter baumannii complex"
"dzd-189","Acinetobacter baumannii complex"
"dzd-189","Acinetobacter baumannii complex"
"dzd-189","Acinetobacter baumannii complex"
"dzd-189","Acinetobacter baumannii complex"
"dzd-189","Acinetobacter baumannii complex"
"dzd-189","Acinetobacter baumannii complex"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Escherichia coli"
"dzd-189","Acinetobacter baumannii complex"
"dzd-189","Acinetobacter baumannii complex"
"dzd-189","Acinetobacter baumannii complex"
"dzd-189","Acinetobacter baumannii complex"
"dzd-189","Acinetobacter baumannii complex"
"dzd-19","Klebsiella pneumoniae"
"dzd-19","Klebsiella pneumoniae"
"dzd-19","Klebsiella pneumoniae"
"dzd-19","Klebsiella pneumoniae"
"dzd-19","Klebsiella pneumoniae"
"dzd-19","Klebsiella pneumoniae"
"dzd-19","Klebsiella pneumoniae"
"dzd-19","Klebsiella pneumoniae"
"dzd-19","Klebsiella pneumoniae"
"dzd-19","Klebsiella pneumoniae"
"dzd-19","Klebsiella pneumoniae"
"dzd-19","Klebsiella pneumoniae"
"dzd-19","Klebsiella pneumoniae"
"dzd-19","Klebsiella pneumoniae"
"dzd-19","Klebsiella pneumoniae"
"dzd-19","Klebsiella pneumoniae"
"dzd-190","Enterobacter aerogenes"
"dzd-190","Enterobacter aerogenes"
"dzd-190","Enterobacter aerogenes"
"dzd-190","Enterobacter aerogenes"
"dzd-190","Enterobacter aerogenes"
"dzd-190","Enterobacter aerogenes"
"dzd-190","Enterobacter aerogenes"
"dzd-190","Enterobacter aerogenes"
"dzd-190","Enterobacter aerogenes"
"dzd-190","Enterobacter aerogenes"
"dzd-190","Enterobacter aerogenes"
"dzd-190","Enterobacter aerogenes"
"dzd-190","Enterobacter aerogenes"
"dzd-190","Enterobacter aerogenes"
"dzd-191","Escherichia coli"
"dzd-191","Escherichia coli"
"dzd-191","Escherichia coli"
"dzd-191","Escherichia coli"
"dzd-191","Escherichia coli"
"dzd-191","Escherichia coli"
"dzd-191","Escherichia coli"
"dzd-191","Escherichia coli"
"dzd-191","Escherichia coli"
"dzd-191","Escherichia coli"
"dzd-191","Escherichia coli"
"dzd-191","Escherichia coli"
"dzd-191","Escherichia coli"
"dzd-191","Escherichia coli"
"dzd-191","Escherichia coli"
"dzd-191","Escherichia coli"
"dzd-192","Acinetobacter baumannii complex"
"dzd-192","Acinetobacter baumannii complex"
"dzd-192","Acinetobacter baumannii complex"
"dzd-192","Acinetobacter baumannii complex"
"dzd-192","Acinetobacter baumannii complex"
"dzd-192","Acinetobacter baumannii complex"
"dzd-192","Acinetobacter baumannii complex"
"dzd-192","Acinetobacter baumannii complex"
"dzd-192","Acinetobacter baumannii complex"
"dzd-192","Acinetobacter baumannii complex"
"dzd-192","Acinetobacter baumannii complex"
"dzd-192","Acinetobacter baumannii complex"
"dzd-192","Acinetobacter baumannii complex"
"dzd-192","Acinetobacter baumannii complex"
"dzd-192","Acinetobacter baumannii complex"
"dzd-192","Acinetobacter baumannii complex"
"dzd-192","Acinetobacter baumannii complex"
"dzd-193","Escherichia coli"
"dzd-193","Escherichia coli"
"dzd-193","Escherichia coli"
"dzd-193","Escherichia coli"
"dzd-193","Escherichia coli"
"dzd-193","Escherichia coli"
"dzd-193","Escherichia coli"
"dzd-193","Escherichia coli"
"dzd-193","Escherichia coli"
"dzd-193","Escherichia coli"
"dzd-193","Escherichia coli"
"dzd-193","Escherichia coli"
"dzd-193","Escherichia coli"
"dzd-193","Escherichia coli"
"dzd-193","Escherichia coli"
"dzd-193","Escherichia coli"
"dzd-194","Escherichia coli"
"dzd-194","Escherichia coli"
"dzd-194","Escherichia coli"
"dzd-194","Escherichia coli"
"dzd-194","Escherichia coli"
"dzd-194","Escherichia coli"
"dzd-194","Escherichia coli"
"dzd-194","Escherichia coli"
"dzd-194","Escherichia coli"
"dzd-194","Escherichia coli"
"dzd-194","Escherichia coli"
"dzd-194","Escherichia coli"
"dzd-194","Escherichia coli"
"dzd-194","Escherichia coli"
"dzd-194","Escherichia coli"
"dzd-194","Escherichia coli"
"dzd-195","Enterococcus faecalis"
"dzd-195","Enterococcus faecalis"
"dzd-195","Enterococcus faecalis"
"dzd-195","Enterococcus faecalis"
"dzd-195","Enterococcus faecalis"
"dzd-195","Enterococcus faecalis"
"dzd-195","Enterococcus faecalis"
"dzd-195","Enterococcus faecalis"
"dzd-195","Enterococcus faecalis"
"dzd-195","Enterococcus faecalis"
"dzd-195","Enterococcus faecalis"
"dzd-195","Enterococcus faecalis"
"dzd-195","Enterococcus faecalis"
"dzd-195","Enterococcus faecalis"
"dzd-195","Enterococcus faecalis"
"dzd-195","Enterococcus faecalis"
"dzd-196","Escherichia coli"
"dzd-196","Escherichia coli"
"dzd-196","Escherichia coli"
"dzd-196","Escherichia coli"
"dzd-196","Escherichia coli"
"dzd-196","Escherichia coli"
"dzd-196","Escherichia coli"
"dzd-196","Escherichia coli"
"dzd-196","Escherichia coli"
"dzd-196","Escherichia coli"
"dzd-196","Escherichia coli"
"dzd-196","Escherichia coli"
"dzd-196","Escherichia coli"
"dzd-196","Escherichia coli"
"dzd-196","Escherichia coli"
"dzd-196","Escherichia coli"
"dzd-197","Escherichia coli"
"dzd-197","Escherichia coli"
"dzd-197","Escherichia coli"
"dzd-197","Escherichia coli"
"dzd-197","Escherichia coli"
"dzd-197","Escherichia coli"
"dzd-197","Escherichia coli"
"dzd-197","Escherichia coli"
"dzd-197","Escherichia coli"
"dzd-197","Escherichia coli"
"dzd-197","Escherichia coli"
"dzd-197","Escherichia coli"
"dzd-197","Escherichia coli"
"dzd-197","Escherichia coli"
"dzd-197","Escherichia coli"
"dzd-197","Escherichia coli"
"dzd-198","Pseudomonas aeruginosa"
"dzd-198","Pseudomonas aeruginosa"
"dzd-198","Pseudomonas aeruginosa"
"dzd-198","Pseudomonas aeruginosa"
"dzd-198","Pseudomonas aeruginosa"
"dzd-198","Pseudomonas aeruginosa"
"dzd-198","Pseudomonas aeruginosa"
"dzd-198","Pseudomonas aeruginosa"
"dzd-198","Pseudomonas aeruginosa"
"dzd-198","Pseudomonas aeruginosa"
"dzd-198","Pseudomonas aeruginosa"
"dzd-198","Pseudomonas aeruginosa"
"dzd-198","Pseudomonas aeruginosa"
"dzd-198","Pseudomonas aeruginosa"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-199","Oxacillin-resistant S. aureus"
"dzd-2","Proteus mirabilis"
"dzd-2","Proteus mirabilis"
"dzd-2","Proteus mirabilis"
"dzd-2","Proteus mirabilis"
"dzd-2","Proteus mirabilis"
"dzd-2","Proteus mirabilis"
"dzd-2","Proteus mirabilis"
"dzd-2","Proteus mirabilis"
"dzd-2","Proteus mirabilis"
"dzd-2","Proteus mirabilis"
"dzd-2","Proteus mirabilis"
"dzd-2","Proteus mirabilis"
"dzd-2","Proteus mirabilis"
"dzd-2","Proteus mirabilis"
"dzd-2","Proteus mirabilis"
"dzd-20","Escherichia coli"
"dzd-20","Escherichia coli"
"dzd-20","Escherichia coli"
"dzd-20","Escherichia coli"
"dzd-20","Escherichia coli"
"dzd-20","Escherichia coli"
"dzd-20","Escherichia coli"
"dzd-20","Escherichia coli"
"dzd-20","Escherichia coli"
"dzd-20","Escherichia coli"
"dzd-20","Escherichia coli"
"dzd-20","Escherichia coli"
"dzd-20","Escherichia coli"
"dzd-20","Escherichia coli"
"dzd-20","Escherichia coli"
"dzd-20","Escherichia coli"
"dzd-200","Pseudomonas aeruginosa"
"dzd-200","Pseudomonas aeruginosa"
"dzd-200","Pseudomonas aeruginosa"
"dzd-200","Pseudomonas aeruginosa"
"dzd-200","Pseudomonas aeruginosa"
"dzd-200","Pseudomonas aeruginosa"
"dzd-200","Pseudomonas aeruginosa"
"dzd-200","Pseudomonas aeruginosa"
"dzd-200","Pseudomonas aeruginosa"
"dzd-200","Pseudomonas aeruginosa"
"dzd-200","Pseudomonas aeruginosa"
"dzd-200","Pseudomonas aeruginosa"
"dzd-200","Pseudomonas aeruginosa"
"dzd-200","Pseudomonas aeruginosa"
"dzd-201","Escherichia coli"
"dzd-201","Escherichia coli"
"dzd-201","Escherichia coli"
"dzd-201","Escherichia coli"
"dzd-201","Escherichia coli"
"dzd-201","Escherichia coli"
"dzd-201","Escherichia coli"
"dzd-201","Escherichia coli"
"dzd-201","Escherichia coli"
"dzd-201","Escherichia coli"
"dzd-201","Escherichia coli"
"dzd-201","Escherichia coli"
"dzd-201","Escherichia coli"
"dzd-201","Escherichia coli"
"dzd-201","Escherichia coli"
"dzd-201","Escherichia coli"
"dzd-202","Pseudomonas aeruginosa"
"dzd-202","Pseudomonas aeruginosa"
"dzd-202","Pseudomonas aeruginosa"
"dzd-202","Pseudomonas aeruginosa"
"dzd-202","Pseudomonas aeruginosa"
"dzd-202","Pseudomonas aeruginosa"
"dzd-202","Pseudomonas aeruginosa"
"dzd-202","Pseudomonas aeruginosa"
"dzd-202","Pseudomonas aeruginosa"
"dzd-202","Pseudomonas aeruginosa"
"dzd-202","Pseudomonas aeruginosa"
"dzd-202","Pseudomonas aeruginosa"
"dzd-202","Pseudomonas aeruginosa"
"dzd-202","Pseudomonas aeruginosa"
"dzd-203","Morganella morganii"
"dzd-203","Morganella morganii"
"dzd-203","Morganella morganii"
"dzd-203","Morganella morganii"
"dzd-203","Morganella morganii"
"dzd-203","Morganella morganii"
"dzd-203","Morganella morganii"
"dzd-203","Morganella morganii"
"dzd-203","Morganella morganii"
"dzd-203","Morganella morganii"
"dzd-203","Morganella morganii"
"dzd-203","Morganella morganii"
"dzd-203","Morganella morganii"
"dzd-203","Morganella morganii"
"dzd-203","Morganella morganii"
"dzd-204","Klebsiella pneumoniae"
"dzd-204","Klebsiella pneumoniae"
"dzd-204","Klebsiella pneumoniae"
"dzd-204","Klebsiella pneumoniae"
"dzd-204","Klebsiella pneumoniae"
"dzd-204","Klebsiella pneumoniae"
"dzd-204","Klebsiella pneumoniae"
"dzd-204","Klebsiella pneumoniae"
"dzd-204","Klebsiella pneumoniae"
"dzd-204","Klebsiella pneumoniae"
"dzd-204","Klebsiella pneumoniae"
"dzd-204","Klebsiella pneumoniae"
"dzd-204","Klebsiella pneumoniae"
"dzd-204","Klebsiella pneumoniae"
"dzd-204","Klebsiella pneumoniae"
"dzd-204","Klebsiella pneumoniae"
"dzd-205",NULL
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-206","Oxacillin-resistant S. aureus"
"dzd-207",NULL
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-208","Oxacillin-resistant S. aureus"
"dzd-209","Pseudomonas aeruginosa"
"dzd-209","Pseudomonas aeruginosa"
"dzd-209","Pseudomonas aeruginosa"
"dzd-209","Pseudomonas aeruginosa"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Pseudomonas aeruginosa"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Pseudomonas aeruginosa"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Staphylococcus epidermidis"
"dzd-209","Pseudomonas aeruginosa"
"dzd-209","Pseudomonas aeruginosa"
"dzd-209","Pseudomonas aeruginosa"
"dzd-209","Pseudomonas aeruginosa"
"dzd-209","Pseudomonas aeruginosa"
"dzd-209","Pseudomonas aeruginosa"
"dzd-209","Pseudomonas aeruginosa"
"dzd-209","Pseudomonas aeruginosa"
"dzd-21","Klebsiella pneumoniae"
"dzd-21","Klebsiella pneumoniae"
"dzd-21","Klebsiella pneumoniae"
"dzd-21","Klebsiella pneumoniae"
"dzd-21","Klebsiella pneumoniae"
"dzd-21","Klebsiella pneumoniae"
"dzd-21","Klebsiella pneumoniae"
"dzd-21","Klebsiella pneumoniae"
"dzd-21","Klebsiella pneumoniae"
"dzd-21","Klebsiella pneumoniae"
"dzd-21","Klebsiella pneumoniae"
"dzd-21","Klebsiella pneumoniae"
"dzd-21","Klebsiella pneumoniae"
"dzd-21","Klebsiella pneumoniae"
"dzd-21","Klebsiella pneumoniae"
"dzd-21","Klebsiella pneumoniae"
"dzd-210","Enterobacter cloacae complex"
"dzd-210","Enterobacter cloacae complex"
"dzd-210","Enterobacter cloacae complex"
"dzd-210","Enterobacter cloacae complex"
"dzd-210","Enterobacter cloacae complex"
"dzd-210","Enterobacter cloacae complex"
"dzd-210","Enterobacter cloacae complex"
"dzd-210","Enterobacter cloacae complex"
"dzd-210","Enterobacter cloacae complex"
"dzd-210","Enterobacter cloacae complex"
"dzd-210","Enterobacter cloacae complex"
"dzd-210","Enterobacter cloacae complex"
"dzd-210","Enterobacter cloacae complex"
"dzd-210","Enterobacter cloacae complex"
"dzd-211","Escherichia coli"
"dzd-211","Escherichia coli"
"dzd-211","Escherichia coli"
"dzd-211","Escherichia coli"
"dzd-211","Escherichia coli"
"dzd-211","Escherichia coli"
"dzd-211","Escherichia coli"
"dzd-211","Escherichia coli"
"dzd-211","Escherichia coli"
"dzd-211","Escherichia coli"
"dzd-211","Escherichia coli"
"dzd-211","Escherichia coli"
"dzd-211","Escherichia coli"
"dzd-211","Escherichia coli"
"dzd-211","Escherichia coli"
"dzd-211","Escherichia coli"
"dzd-212","Escherichia coli"
"dzd-212","Escherichia coli"
"dzd-212","Escherichia coli"
"dzd-212","Escherichia coli"
"dzd-212","Escherichia coli"
"dzd-212","Escherichia coli"
"dzd-212","Escherichia coli"
"dzd-212","Escherichia coli"
"dzd-212","Escherichia coli"
"dzd-212","Escherichia coli"
"dzd-212","Escherichia coli"
"dzd-212","Escherichia coli"
"dzd-212","Escherichia coli"
"dzd-212","Escherichia coli"
"dzd-212","Escherichia coli"
"dzd-212","Escherichia coli"
"dzd-213","Serratia marcescens"
"dzd-213","Serratia marcescens"
"dzd-213","Serratia marcescens"
"dzd-213","Serratia marcescens"
"dzd-213","Serratia marcescens"
"dzd-213","Serratia marcescens"
"dzd-213","Serratia marcescens"
"dzd-213","Serratia marcescens"
"dzd-213","Serratia marcescens"
"dzd-213","Serratia marcescens"
"dzd-213","Serratia marcescens"
"dzd-213","Serratia marcescens"
"dzd-214",NULL
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-215","Staphylococcus epidermidis"
"dzd-216","Oxacillin-resistant S. aureus"
"dzd-216","Oxacillin-resistant S. aureus"
"dzd-216","Oxacillin-resistant S. aureus"
"dzd-216","Oxacillin-resistant S. aureus"
"dzd-216","Oxacillin-resistant S. aureus"
"dzd-216","Oxacillin-resistant S. aureus"
"dzd-216","Oxacillin-resistant S. aureus"
"dzd-216","Oxacillin-resistant S. aureus"
"dzd-216","Oxacillin-resistant S. aureus"
"dzd-216","Oxacillin-resistant S. aureus"
"dzd-216","Oxacillin-resistant S. aureus"
"dzd-216","Oxacillin-resistant S. aureus"
"dzd-216","Oxacillin-resistant S. aureus"
"dzd-216","Oxacillin-resistant S. aureus"
"dzd-216","Oxacillin-resistant S. aureus"
